74.48949999999999d0 26.8637d0 0.17570000000000002d0 text
75.7958d0 27.0224d0 -0.12329999999999999d0 text
74.977d0 26.9295d0 -0.0879d0 text
71.8611d0 26.0757d0 0.1725d0 text
69.1128d0 25.9588d0 0.046900000000000004d0 text
71.2047d0 25.1201d0 -0.6778000000000001d0 text
69.2357d0 27.071099999999998d0 0.0276d0 text
69.15d0 27.0858d0 0.0231d0 text
66.0918d0 26.204499999999996d0 0.1451d0 text
65.2416d0 26.4285d0 0.3984d0 text
66.62400000000001d0 27.3306d0 -0.07730000000000001d0 text
66.39359999999999d0 27.300200000000004d0 -0.0112d0 text
67.95259999999999d0 27.2754d0 -0.12589999999999998d0 text
67.3069d0 26.244d0 0.037599999999999995d0 text
61.40989999999999d0 27.232699999999998d0 0.002d0 text
61.55159999999999d0 27.2223d0 -0.044000000000000004d0 text
63.15690000000001d0 25.5054d0 -0.5236000000000001d0 text
60.428000000000004d0 27.454d0 0.31029999999999996d0 text
60.2637d0 27.3862d0 0.315d0 text
57.4966d0 27.2206d0 0.35860000000000003d0 text
59.020300000000006d0 27.4849d0 -0.053899999999999997d0 text
58.2783d0 26.3859d0 0.0978d0 text
57.2865d0 26.7018d0 0.43439999999999995d0 text
57.1842d0 26.7277d0 0.4201d0 text
53.74139999999999d0 27.882800000000003d0 -0.0525d0 text
53.1798d0 27.772999999999996d0 0.1307d0 text
58.3052d0 29.6856d0 -1.69d0 text
55.797200000000004d0 25.7525d0 -1.9958d0 text
50.2823d0 27.843200000000003d0 0.055400000000000005d0 text
50.4122d0 27.8954d0 0.1335d0 text
50.4294d0 27.009100000000004d0 3.9999999999999996d-4 text
50.214999999999996d0 27.012399999999996d0 0.1687d0 text
46.9435d0 26.8392d0 0.2913d0 text
47.3617d0 28.0097d0 0.2188d0 text
46.9772d0 27.698d0 0.34650000000000003d0 text
53.078199999999995d0 30.173499999999997d0 -1.5546d0 text
60.0504d0 22.842299999999998d0 -2.1124d0 text
42.254799999999996d0 28.5103d0 1.0522d0 text
41.2907d0 26.7894d0 0.3797d0 text
42.4063d0 28.2622d0 -0.49699999999999994d0 text
38.1204d0 27.368599999999997d0 0.3049d0 text
38.1691d0 27.5966d0 0.2999d0 text
38.2007d0 27.508300000000002d0 0.2999d0 text
38.333d0 27.6802d0 0.3728d0 text
38.2481d0 27.7302d0 0.4007d0 text
38.1798d0 27.788400000000003d0 0.3027d0 text
37.9962d0 27.626299999999997d0 0.2974d0 text
38.2286d0 27.720899999999997d0 0.303d0 text
37.993300000000005d0 27.734599999999997d0 0.2996d0 text
38.6049d0 28.183799999999998d0 0.31d0 text
38.5969d0 28.076d0 0.3161d0 text
38.3018d0 27.6893d0 0.6652d0 text
33.903499999999994d0 25.732899999999997d0 0.3023d0 text
33.9668d0 25.784299999999998d0 0.3024d0 text
34.9895d0 25.0498d0 0.2383d0 text
34.463100000000004d0 25.7297d0 0.30569999999999997d0 text
34.354099999999995d0 25.182d0 0.2946d0 text
32.8438d0 20.2958d0 0.28500000000000003d0 text
32.4895d0 20.4041d0 0.28700000000000003d0 text
32.4116d0 20.4672d0 0.2812d0 text
32.2309d0 20.650399999999998d0 0.252d0 text
33.457300000000004d0 20.7709d0 0.2989d0 text
33.6248d0 21.0165d0 0.29810000000000003d0 text
33.9113d0 21.4099d0 0.33089999999999997d0 text
35.6688d0 23.5626d0 0.5948d0 text
29.692200000000003d0 34.369699999999995d0 -4.3847d0 text
32.1378d0 20.418d0 0.30920000000000003d0 text
32.1517d0 20.616899999999998d0 0.2627d0 text
32.138600000000004d0 20.635d0 0.308d0 text
32.111000000000004d0 20.595299999999998d0 0.3006d0 text
32.4197d0 18.0623d0 0.2848d0 text
33.6179d0 21.4605d0 0.3741d0 text
33.0055d0 20.1758d0 0.471d0 text
32.250299999999996d0 17.8519d0 0.6505000000000001d0 text
32.8559d0 19.183d0 0.2848d0 text
32.9722d0 19.369d0 0.305d0 text
32.974199999999996d0 19.5151d0 0.2959d0 text
33.1052d0 19.8144d0 0.31670000000000004d0 text
35.7335d0 27.9138d0 -1.3098999999999998d0 text
32.9214d0 19.5259d0 0.306d0 text
32.8158d0 19.4048d0 0.3283d0 text
32.6672d0 18.9859d0 0.2987d0 text
32.5661d0 18.811d0 0.36510000000000004d0 text
32.7535d0 19.4929d0 0.32030000000000003d0 text
32.649699999999996d0 19.3057d0 0.3724d0 text
32.62d0 19.3441d0 0.32339999999999997d0 text
32.5594d0 19.3955d0 0.3121d0 text
32.6357d0 19.8405d0 0.3269d0 text
32.5051d0 18.9449d0 0.29719999999999996d0 text
31.4895d0 13.7218d0 0.3071d0 text
31.4594d0 13.9732d0 0.3014d0 text
31.266d0 6.1066d0 0.4027d0 text
31.3929d0 6.1905d0 0.6477d0 text
30.9789d0 6.2082d0 0.6265999999999999d0 text
28.8539d0 3.9149999999999996d0 0.3081d0 text
29.737000000000002d0 4.3497d0 0.3239d0 text
31.816100000000002d0 9.2198d0 0.40419999999999995d0 text
32.609500000000004d0 10.8995d0 -0.7403d0 text
29.5709d0 5.6498d0 0.3356d0 text
25.169900000000002d0 1.7924d0 0.2447d0 text
25.3371d0 1.7618000000000003d0 0.2983d0 text
25.282700000000002d0 1.7014d0 0.29919999999999997d0 text
26.4549d0 2.658d0 0.6027d0 text
25.177100000000003d0 1.5419d0 0.2931d0 text
26.327499999999997d0 1.5048000000000001d0 0.2904d0 text
26.9938d0 1.6688d0 0.315d0 text
27.0179d0 1.8613000000000002d0 0.309d0 text
26.6569d0 2.3175999999999997d0 0.3118d0 text
27.9879d0 2.9959d0 0.32d0 text
27.306599999999996d0 2.5947d0 0.3296d0 text
26.8834d0 2.3795d0 0.3085d0 text
26.4355d0 2.1218d0 0.3032d0 text
26.2695d0 2.0338d0 0.2862d0 text
27.6807d0 3.9372d0 1.0548d0 text
24.0642d0 1.9146d0 -2.9486d0 text
15.0215d0 -0.13829999999999998d0 0.3134d0 text
16.3672d0 -0.1982d0 -0.0134d0 text
16.4248d0 -0.188d0 0.05330000000000001d0 text
15.467500000000001d0 -0.24620000000000003d0 0.3125d0 text
9.759500000000001d0 0.414d0 -0.5395d0 text
8.6977d0 0.3165d0 0.0092d0 text
8.792d0 0.3507d0 0.0674d0 text
10.584399999999999d0 2.0536d0 -0.5426d0 text
9.6203d0 1.7332d0 0.24559999999999998d0 text
9.2521d0 1.6253d0 0.053700000000000005d0 text
8.5802d0 1.4254d0 0.0478d0 text
8.4591d0 1.3889d0 0.019d0 text
8.527999999999999d0 1.4091d0 -0.18289999999999998d0 text
5.2437d0 0.1663d0 -0.0879d0 text
4.7482999999999995d0 -0.8737d0 -0.0023d0 text
